"","Article_id_to_keep","Grouping","Article_id_to_delete","Absolute_Sales_Transferred","Transferability_Percentage","Sales_to_delete","Ranking_to_delete","New_Total_Sales_receiving_sales","Total_Sales_Transferability","Sales_Lost.Relative","Sales_Lost.Absolute","article_to_delete-PRODUCT.DIVISION","article_to_delete-CHANNEL..ECOM.","article_to_delete-INTRO.DATE","article_to_delete-BRAND.ASSET","article_to_delete-PRODUCT.GROUP","article_to_delete-CLASS","article_to_delete-PRODUCT.TYPE","article_to_delete-AGE","article_to_delete-GENDER","article_to_delete-BUSINESS.UNIT","article_to_delete-MARKETING.DIVISION","article_to_delete-MODEL.NAME","article_to_delete-SALES.VOLUME","article_to_delete-RRP...local.currency.","article_to_delete-RRP..LOCAL.CURRENCY..currency.","article_to_delete-GOOD.BETTER.BEST.INDICATION","article_to_delete-INVOICE.MARGIN","article_to_delete-CARRY.OVER.ARTICLE","article_to_delete-SALES.UNITS","article_to_delete-MANDATORY.RANGE","article_to_delete-RANGE.TYPE.SPECIAL.USAGE","article_to_delete-CREATION.CENTER","article_to_delete-FRANCHISE","article_to_keep-PRODUCT.DIVISION","article_to_keep-CHANNEL..ECOM.","article_to_keep-INTRO.DATE","article_to_keep-BRAND.ASSET","article_to_keep-PRODUCT.GROUP","article_to_keep-CLASS","article_to_keep-PRODUCT.TYPE","article_to_keep-AGE","article_to_keep-GENDER","article_to_keep-BUSINESS.UNIT","article_to_keep-MARKETING.DIVISION","article_to_keep-MODEL.NAME","article_to_keep-SALES.VOLUME","article_to_keep-RRP...local.currency.","article_to_keep-RRP..LOCAL.CURRENCY..currency.","article_to_keep-GOOD.BETTER.BEST.INDICATION","article_to_keep-INVOICE.MARGIN","article_to_keep-CARRY.OVER.ARTICLE","article_to_keep-SALES.UNITS","article_to_keep-MANDATORY.RANGE","article_to_keep-RANGE.TYPE.SPECIAL.USAGE","article_to_keep-CREATION.CENTER","article_to_keep-FRANCHISE"
"1","B45743","ECOM_Tank_ADULT_WOM","CF8811",7.85374286295422,9.94144666196737,79,3,236.853742862954,99.4431865916528,0.556813408347196,0.439882592594285,"APPAREL","ECOM","1/1/2018","NON ROYALTY","TOPS","adi perf APP WOM Athltcs","Tank","ADULT","WOM","TRAINING","SP","BUI25","105","25","0","Good","0.7312","","79","NO ASSIGNMENT","INLINE","CCH","not applicable","APPAREL","ECOM","1/1/2018","NON ROYALTY","TOPS","adi perf APP WOM Athltcs","Tank","ADULT","WOM","TRAINING","SP","BUI25","305","25","0","Good","0.7312","CO","229","NO ASSIGNMENT","INLINE","CCH","not applicable"
"2","B45743","T&L_Tank Tops_Female_Adult","CD7787",23.1516556938969,7.53683172558771,307.180212280666,3,1101.35273268724,98.8163922816524,1.18360771834759,3.63580870179047,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"3","B45743","T&L_Tank Tops_Female_Adult","CF8811",10.2882610920412,9.89255874234734,104,3,1101.35273268724,93.9052952105439,6.09470478945613,6.33849298103438,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4","B47357","T&L_T Shirts_Male_Adult_SPORT PERFORMANCE","S98724",19.635981120023,6.77102797242172,290,3,1040.25449656636,92.628770556324,7.37122944367596,21.3765653866603,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5","B47357","T&L_T Shirts_Male_Adult_SPORT PERFORMANCE","BP7459",5.23940980348087,5.15596830154557,101.618347845744,4,1040.25449656636,94.0340219983681,5.96597800163188,6.06252827809885,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"6","B47357","T&L_T Shirts_Male_Adult_SPORT PERFORMANCE","CX0093",5.23807224749011,5.62686392528637,93.0904375339685,4,1040.25449656636,91.9412230051331,8.0587769948669,7.5019507644084,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"7","BJ9127","CS_Shorts_ADULT_MEN","BJ9129",59.508946179263,16.8517663044354,353.131802946971,2,770.88970217308,98.0354466272651,1.96455337273487,6.93746274499417,"APPAREL","CS","4/1/2018","NON ROYALTY","SHORTS","adi Perf APP MEN FB Gene","Shorts","ADULT","MEN","SOCCER","SP","TASTIGO SHORTS","500","30","0","Good","0.836","CO","350","NO ASSIGNMENT","INLINE","CCH","","APPAREL","CS","4/1/2018","NON ROYALTY","SHORTS","adi Perf APP MEN FB Gene","Shorts","ADULT","MEN","SOCCER","SP","TASTIGO SHORTS","1000","30","0","Good","0.836","CO","700","NO ASSIGNMENT","INLINE","CCH",""
"8","BJ9128","CS_Shorts_ADULT_MEN","BJ9129",107.032330102186,30.3094564717692,353.131802946971,1,1166.4277389431,98.0354466272651,1.96455337273487,6.93746274499417,"APPAREL","CS","4/1/2018","NON ROYALTY","SHORTS","adi Perf APP MEN FB Gene","Shorts","ADULT","MEN","SOCCER","SP","TASTIGO SHORTS","500","30","0","Good","0.836","CO","350","NO ASSIGNMENT","INLINE","CCH","","APPAREL","CS","4/1/2018","NON ROYALTY","SHORTS","adi Perf APP MEN FB Gene","Shorts","ADULT","MEN","SOCCER","SP","TASTIGO SHORTS","1500","30","0","Good","0.836","CO","1050","NO ASSIGNMENT","INLINE","CCH",""
"9","BJ9129","ECOM_Shorts_ADULT_MEN","CW1879",16.698615569981,7.42160691999155,225,3,511.751240509632,95.2572763710685,4.74272362893146,10.6711281650958,"APPAREL","ECOM","1/1/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Training","Shorts","ADULT","MEN","TRAINING","SP","DTM80","300","35","0","Good","0.791142857","","225","NO ASSIGNMENT","INLINE","CCP","not applicable","APPAREL","ECOM","4/1/2018","NON ROYALTY","SHORTS","adi Perf APP MEN FB Gene","Shorts","ADULT","MEN","SOCCER","SP","TASTIGO SHORTS","630","30","0","Good","0.836","CO","473","NO ASSIGNMENT","INLINE","CCH",""
"10","BJ9129","ECOM_Shorts_ADULT_MEN","CV3195",22.0526249396511,9.41294325858602,234.279803179901,3,511.751240509632,98.6292522084939,1.37074779150615,3.21138522803344,"APPAREL","ECOM","4/1/2018","NON ROYALTY","SHORTS","adi perf APP MEN Athltcs","Shorts","ADULT","MEN","TRAINING","SP","ENH82","300","40","0","Good","0.797","","225","NO ASSIGNMENT","INLINE","CCP","","APPAREL","ECOM","4/1/2018","NON ROYALTY","SHORTS","adi Perf APP MEN FB Gene","Shorts","ADULT","MEN","SOCCER","SP","TASTIGO SHORTS","630","30","0","Good","0.836","CO","473","NO ASSIGNMENT","INLINE","CCH",""
"11","BK0348","CS_Pants (1/1)_ADULT_MEN","CV3190",37.1914004941168,12.3036084337475,302.280430122474,3,10201.3534499014,95.3795662456491,4.62043375435093,13.966667026176,"APPAREL","CS","1/1/2018","NON ROYALTY","PANTS","adi perf APP MEN Athltcs","Pants (1/1)","ADULT","MEN","TRAINING","SP","ENH79","400","45","0","Good","0.756888889","","280","NO ASSIGNMENT","INLINE","CCP","","APPAREL","CS","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","14087","45","0","Good","0.795777778","CO","9861","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","TIRO PANT"
"12","BK0348","CS_Pants (1/1)_ADULT_MEN","CF6244",45.2613839270786,17.4399879752871,259.526462926552,3,10201.3534499014,95.1517863381956,4.84821366180439,12.5823974316028,"APPAREL","CS","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN Run","Pants (1/1)","ADULT","MEN","RUNNING","SP","ENN22","369.6454705","60","0","Better","0.762333333","","259","NO ASSIGNMENT","INLINE","CCH","ASTRO PANT","APPAREL","CS","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","14087","45","0","Good","0.795777778","CO","9861","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","TIRO PANT"
"13","BK0348","CS_Pants (1/1)_ADULT_MEN","CV3189",25.608586552818,12.1945650251514,210,3,10201.3534499014,86.8873600053858,13.1126399946142,27.5365439886898,"APPAREL","CS","1/1/2018","NON ROYALTY","PANTS","adi perf APP MEN Athltcs","Pants (1/1)","ADULT","MEN","TRAINING","SP","ENH79","300","45","0","Good","0.753555556","","210","NO ASSIGNMENT","INLINE","CCP","","APPAREL","CS","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","14087","45","0","Good","0.795777778","CO","9861","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","TIRO PANT"
"14","BK0348","CS_Pants (1/1)_ADULT_MEN","CF3606",232.292078927391,19.3383741555237,1201.19756221099,2,10201.3534499014,98.7957046265657,1.20429537343429,14.4659666675125,"APPAREL","CS","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","1700","45","0","Good","0.797777778","CO","1190","NO ASSIGNMENT","KEY ACCOUNT SMU","CCH","TIRO PANT","APPAREL","CS","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","14087","45","0","Good","0.795777778","CO","9861","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","TIRO PANT"
"15","BK0348","DtC_Pants (1/1)_ADULT_MEN","DM2796",696.674031287694,20.5245864526146,3394.33894512863,2,10664.7854330023,99.4823619441351,0.517638055864907,17.5703901250292,"APPAREL","DtC","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","11229","50","0","Better","0.802","","3363","NO ASSIGNMENT","KEY ACCOUNT SMU","CCH","TIRO PANT","APPAREL","DtC","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","15739","45","0","Good","0.795777778","CO","9861","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","TIRO PANT"
"16","BK0348","DtC_Pants (1/1)_ADULT_MEN","CV3190",36.6633602754635,12.11726512408,302.571247719953,3,10664.7854330023,92.6824356630708,7.31756433692921,22.140845716957,"APPAREL","DtC","1/1/2018","NON ROYALTY","PANTS","adi perf APP MEN Athltcs","Pants (1/1)","ADULT","MEN","TRAINING","SP","ENH79","945","45","0","Good","0.756888889","","280","NO ASSIGNMENT","INLINE","CCP","","APPAREL","DtC","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","15739","45","0","Good","0.795777778","CO","9861","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","TIRO PANT"
"17","BK0348","DtC_Pants (1/1)_ADULT_MEN","CF6244",45.22536881962,17.4279023596069,259.499783086001,3,10664.7854330023,92.6740304411308,7.32596955886925,19.0108751142122,"APPAREL","DtC","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN Run","Pants (1/1)","ADULT","MEN","RUNNING","SP","ENN22","563.6706454","60","0","Better","0.762333333","","259","NO ASSIGNMENT","INLINE","CCH","ASTRO PANT","APPAREL","DtC","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","15739","45","0","Good","0.795777778","CO","9861","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","TIRO PANT"
"18","BK0348","DtC_Pants (1/1)_ADULT_MEN","CV3189",25.2226726195094,12.0107964854807,210,3,10664.7854330023,84.0979868265779,15.9020131734221,33.3942276641865,"APPAREL","DtC","1/1/2018","NON ROYALTY","PANTS","adi perf APP MEN Athltcs","Pants (1/1)","ADULT","MEN","TRAINING","SP","ENH79","845","45","0","Good","0.753555556","","210","NO ASSIGNMENT","INLINE","CCP","","APPAREL","DtC","12/1/2016","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TIRO PANTS","15739","45","0","Good","0.795777778","CO","9861","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","TIRO PANT"
"19","BK0348","T&L_Pants_Male_Adult","CV3189",52.2432241756559,8.5290884057283,612.529987853899,2,4876.43840605647,95.8437061550443,4.15629384495574,25.4585461836798,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"20","BK0348","T&L_Pants_Male_Adult","CV3191",50.214506187515,8.96224932985339,560.289100865,2,4876.43840605647,88.3094611876363,11.6905388123637,65.5008147980664,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"21","BK0348","T&L_Pants_Male_Adult","AZ9709",26.2876456379673,9.96107693572139,263.903650253892,2,4876.43840605647,96.0112548129204,3.98874518707962,10.5264441480295,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"22","BK0348","T&L_Pants_Male_Adult","CD8314",12.26350723642,11.1486429422,110,2,4876.43840605647,91.9128880091898,8.08711199081019,8.89582318989121,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"23","BK0348","T&L_Pants_Male_Adult","B47219",42.0589994650158,8.4010280139695,500.641104815729,3,4876.43840605647,92.7615247237975,7.23847527620251,36.2387825945936,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"24","BK0348","T&L_Pants_Male_Adult","CD8832",31.6372157723315,7.0156781047887,450.950218920917,3,4876.43840605647,84.6119543957249,15.3880456042751,69.3924253401289,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"25","BK0348","T&L_Pants_Male_Adult","BK7404",28.0098749295687,6.25142171421968,448.056077641612,3,4876.43840605647,86.4453827724757,13.5546172275243,60.7322862889796,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"26","BK0348","T&L_Pants_Male_Adult","CG2118",36.8196299331623,6.96180695789682,528.880363328626,4,4876.43840605647,92.1300347657733,7.86996523422665,41.6227007246145,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"27","BK0348","T&L_Pants_Male_Adult","CD7117",45.8070063821837,10.3506677017456,442.551221835269,2,4876.43840605647,95.3289881027703,4.67101189722966,20.6716202232606,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"28","BK0348","T&L_Pants_Male_Adult","CV3190",55.040824572127,8.64373850924468,636.771051244314,2,4876.43840605647,99.4000305477436,0.599969452256403,3.82043178827785,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"29","BK0348","T&L_Pants_Male_Adult","CF6244",22.055971764519,10.7857859139946,204.491095413838,2,4876.43840605647,93.214022570842,6.78597742915802,13.876719579421,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"30","BK0350","ECOM_Pants (1/1)_ADULT_WOM","BQ5142",71.0018922351721,17.1579410050851,413.81359344999,2,1720.50898810284,99.624846731545,0.375153268454966,1.55243522113858,"APPAREL","ECOM","C/O","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","500","45","0","Good","0.806","0","375","NO ASSIGNMENT","INLINE","CCH","TIRO PANT","APPAREL","ECOM","C/O","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","2000","45","0","Good","0.806","CO","1500","NO ASSIGNMENT","INLINE","CCH","TIRO PANT"
"31","BK0350","ECOM_Pants (1/1)_ADULT_WOM","DM2795",18.8772134345072,16.3487600046396,115.465719902611,2,1720.50898810284,89.1801958914785,10.8198041085215,12.4931647059567,"APPAREL","ECOM","12/15/2017","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","152","50","0","Better","0.784","","114","NO ASSIGNMENT","KEY ACCOUNT SMU","CCH","TIRO PANT","APPAREL","ECOM","C/O","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","2000","45","0","Good","0.806","CO","1500","NO ASSIGNMENT","INLINE","CCH","TIRO PANT"
"32","BK0350","ECOM_Pants (1/1)_ADULT_WOM","BQ2722",40.0090543332586,14.8857255146089,268.774634424056,2,1720.50898810284,90.9177096913797,9.08229030862033,24.4108925743258,"APPAREL","ECOM","12/1/2017","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","350","45","0","Good","0.806","CO","263","NO ASSIGNMENT","INLINE","CCH","TIRO PANT","APPAREL","ECOM","C/O","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","2000","45","0","Good","0.806","CO","1500","NO ASSIGNMENT","INLINE","CCH","TIRO PANT"
"33","BK0350","ECOM_Pants (1/1)_ADULT_WOM","D94732",72.2348784444098,17.5482969390115,411.634694212548,2,1720.50898810284,95.6735496704455,4.32645032955449,17.8091705843194,"APPAREL","ECOM","11/1/2017","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","521","45","0","Good","0.807555556","","391","NO ASSIGNMENT","KEY ACCOUNT SMU","CCH","TIRO PANT","APPAREL","ECOM","C/O","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","2000","45","0","Good","0.806","CO","1500","NO ASSIGNMENT","INLINE","CCH","TIRO PANT"
"34","BK0350","ECOM_Pants (1/1)_ADULT_WOM","DH6910",18.3859496554928,16.1280260135902,114,2,1720.50898810284,88.0358517701679,11.9641482298321,13.6391289820086,"APPAREL","ECOM","12/1/2017","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","152","50","0","Better","0.8268","","114","NO ASSIGNMENT","KEY ACCOUNT SMU","CCH","TIRO PANT","APPAREL","ECOM","C/O","NON ROYALTY","PANTS","adi Perf APP WOM FB Gene","Pants (1/1)","ADULT","WOM","SOCCER","SP","TIRO PANTS","2000","45","0","Good","0.806","CO","1500","NO ASSIGNMENT","INLINE","CCH","TIRO PANT"
"35","BK0350","T&L_Pants_Female_Adult","CW2223",47.1469949574552,10.4623093039623,450.636600273323,4,7299.04668267379,96.6469350299859,3.3530649700141,15.1101379858273,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"36","BK0350","T&L_Pants_Female_Adult","CW2222",42.6651774175806,10.3222090392609,413.3337859687,4,7299.04668267379,87.9657545745962,12.0342454254038,49.7416022295864,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"37","BK0350","T&L_Pants_Female_Adult","CF0335",32.0682545068978,20.4711242904982,156.651164107203,2,7299.04668267379,86.9788489550977,13.0211510449023,20.3977846919967,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"38","BK0350","T&L_Pants_Female_Adult","DH6910",98.7893879306193,34.3018708092428,288,2,7299.04668267379,88.0903552677857,11.9096447322143,34.2997768287771,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"39","BK0350","T&L_Pants_Female_Adult","D94734",121.003672369836,35.5906905811384,339.98686283981,2,7299.04668267379,91.2997611949225,8.70023880507746,29.5796689729546,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"40","BK0350","T&L_Pants_Female_Adult","DM2795",107.818118765966,34.9092684465504,308.852415314994,2,7299.04668267379,89.6019044834704,10.3980955165296,32.1147691495618,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"41","BK0350","T&L_Pants_Female_Adult","CF3614",486.555076725436,38.3632278804216,1268.28503128577,2,7299.04668267379,99.517745789709,0.482254210291018,6.11635796186638,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"42","BK3147","T&L_Sweatshirts _Male_Adult","BR3588",89.3494891335938,17.4261826242622,512.731279478237,2,1404.52124402548,98.9695737998549,1.03042620014507,5.28331744008281,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
