"","Article_id_to_keep","Grouping","Article_id_to_delete","Absolute_Sales_Transferred","Transferability_Percentage","Sales_to_delete","Ranking_to_delete","New_Total_Sales_receiving_sales","Total_Sales_Transferability","Sales_Lost.Relative","Sales_Lost.Absolute","article_to_delete-PRODUCT.DIVISION","article_to_delete-CHANNEL..ECOM.","article_to_delete-INTRO.DATE","article_to_delete-BRAND.ASSET","article_to_delete-PRODUCT.GROUP","article_to_delete-CLASS","article_to_delete-PRODUCT.TYPE","article_to_delete-AGE","article_to_delete-GENDER","article_to_delete-BUSINESS.UNIT","article_to_delete-MARKETING.DIVISION","article_to_delete-MODEL.NAME","article_to_delete-SALES.VOLUME","article_to_delete-RRP...local.currency.","article_to_delete-RRP..LOCAL.CURRENCY..currency.","article_to_delete-GOOD.BETTER.BEST.INDICATION","article_to_delete-INVOICE.MARGIN","article_to_delete-CARRY.OVER.ARTICLE","article_to_delete-SALES.UNITS","article_to_delete-MANDATORY.RANGE","article_to_delete-RANGE.TYPE.SPECIAL.USAGE","article_to_delete-CREATION.CENTER","article_to_delete-FRANCHISE","article_to_keep-PRODUCT.DIVISION","article_to_keep-CHANNEL..ECOM.","article_to_keep-INTRO.DATE","article_to_keep-BRAND.ASSET","article_to_keep-PRODUCT.GROUP","article_to_keep-CLASS","article_to_keep-PRODUCT.TYPE","article_to_keep-AGE","article_to_keep-GENDER","article_to_keep-BUSINESS.UNIT","article_to_keep-MARKETING.DIVISION","article_to_keep-MODEL.NAME","article_to_keep-SALES.VOLUME","article_to_keep-RRP...local.currency.","article_to_keep-RRP..LOCAL.CURRENCY..currency.","article_to_keep-GOOD.BETTER.BEST.INDICATION","article_to_keep-INVOICE.MARGIN","article_to_keep-CARRY.OVER.ARTICLE","article_to_keep-SALES.UNITS","article_to_keep-MANDATORY.RANGE","article_to_keep-RANGE.TYPE.SPECIAL.USAGE","article_to_keep-CREATION.CENTER","article_to_keep-FRANCHISE"
"198","CD3117","T&L_Tights_Female_Adult","CE5412",29.5029133733351,12.2714722628429,240.418694199129,1,1467.15899521844,83.8803234205752,16.1196765794248,38.7547159413758,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"199","CD3117","T&L_Tights_Female_Adult","CE5410",38.8727597401926,11.9024127691026,326.595628082251,2,1467.15899521844,92.5905638470597,7.40943615294029,24.1988945410487,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"200","CD3117","T&L_Tights_Female_Adult","CZ7770",8.10377134586992,7.64506730742445,106,4,1467.15899521844,85.3529149826706,14.6470850173294,15.5259101183692,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"201","CD3120","T&L_Tights_Female_Adult","CF6005",3.74781566504303,2.17896259595525,172,5,403.747815665043,91.4440320832789,8.5559679167211,14.7162648167603,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"202","CD3123","T&L_Tights_Female_Adult","CG0941",9.23962341502665,8.56776740258356,107.841669607423,5,698.088381753068,92.3457831370905,7.65421686290951,8.25443526033453,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"203","CD3123","T&L_Tights_Female_Adult","CG0940",8.83234483535753,8.33240078807314,106,5,698.088381753068,88.595568847778,11.404431152222,12.0886970213553,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"204","CD3195","CS_Shorts_ADULT_MEN","CE1402",4.56198526516656,6.33609064606466,72,5,83.5619852651666,94.9301144146226,5.06988558537739,3.65031762147172,"APPAREL","CS","1/3/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","DRX88","102.3579452","55","0","Better","0.800727273","","72","NO ASSIGNMENT","INLINE","CCH","","APPAREL","CS","2/16/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","EAO16","112.4394016","55","0","Better","0.785454545","","79","NO ASSIGNMENT","INLINE","CCH",""
"205","CD3195","DtC_Shorts_ADULT_MEN","CE1402",4.58632543232168,6.36989643378011,72,5,83.5863254323217,95.35569912434,4.64430087566004,3.34389663047523,"APPAREL","DtC","1/3/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","DRX88","243.7917571","55","0","Better","0.800727273","","72","NO ASSIGNMENT","INLINE","CCH","","APPAREL","DtC","2/16/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","EAO16","204.5574765","55","0","Better","0.785454545","","79","NO ASSIGNMENT","INLINE","CCH",""
"206","CD3271","CS_T-Shirt (SSlve)_ADULT_MEN","CD3273",7.6495421281682,8.1342679279701,94.0409413103404,5,66.1639056101578,97.7260195068303,2.27398049316967,2.13847266099028,"APPAREL","CS","1/3/2018","NON ROYALTY","T-SHIRTS","adi Perf APP MEN Tennis","T-Shirt (SSlve)","ADULT","MEN","US SPORTS","SP","DRX91","127.9310525","65","0","Better","0.699692308","","90","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","","APPAREL","CS","1/3/2018","NON ROYALTY","T-SHIRTS","adi Perf APP MEN Tennis","T-Shirt (SSlve)","ADULT","MEN","US SPORTS","SP","DRX89","79.74398056","60","0","Better","0.750833333","","56","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH",""
"207","CD3271","DtC_T-Shirt (SSlve)_ADULT_MEN","CD3273",7.6495421281682,8.1342679279701,94.0409413103404,5,66.1639056101578,97.7260195068303,2.27398049316967,2.13847266099028,"APPAREL","DtC","1/3/2018","NON ROYALTY","T-SHIRTS","adi Perf APP MEN Tennis","T-Shirt (SSlve)","ADULT","MEN","US SPORTS","SP","DRX91","284.2526341","65","0","Better","0.699692308","","90","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","","APPAREL","DtC","1/3/2018","NON ROYALTY","T-SHIRTS","adi Perf APP MEN Tennis","T-Shirt (SSlve)","ADULT","MEN","US SPORTS","SP","DRX89","161.6267138","60","0","Better","0.750833333","","56","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH",""
"208","CD3272","CS_Shorts_ADULT_MEN","CE1402",12.9376646977694,17.9689787469019,72,3,79.9376646977694,94.9301144146226,5.06988558537739,3.65031762147172,"APPAREL","CS","1/3/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","DRX88","102.3579452","55","0","Better","0.800727273","","72","NO ASSIGNMENT","INLINE","CCH","","APPAREL","CS","1/3/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","DRX88","95.21669321","55","0","Better","0.800727273","","67","NO ASSIGNMENT","INLINE","CCH",""
"209","CD3272","DtC_Shorts_ADULT_MEN","CE1402",12.0788146695686,16.776131485512,72,3,79.0788146695686,95.35569912434,4.64430087566004,3.34389663047523,"APPAREL","DtC","1/3/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","DRX88","243.7917571","55","0","Better","0.800727273","","72","NO ASSIGNMENT","INLINE","CCH","","APPAREL","DtC","1/3/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","DRX88","211.3412967","55","0","Better","0.800727273","","67","NO ASSIGNMENT","INLINE","CCH",""
"210","CD6427","T&L_Tights_Female_Adult","CF6005",32.0503621861632,18.6339315035833,172,3,2749.05036218616,91.4440320832789,8.5559679167211,14.7162648167603,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"211","CD6815","CS_Shorts_ADULT_MEN","CD3274",11.8816815028622,8.73653051681041,136,5,193.881681502862,97.166587748206,2.83341225179404,3.8534406624399,"APPAREL","CS","1/3/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","DRX90","194.311119","55","0","Better","0.751090909","","136","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","","APPAREL","CS","5/1/2018","NON ROYALTY","SHORTS","adi Ori APP MEN Originals","Shorts","ADULT","MEN","ORIGINALS/NEO","OG","ELV14","260.0159833","80","0","Better","0.73575","","182","NO ASSIGNMENT","INLINE","CCH",""
"212","CD6815","DtC_Shorts_ADULT_MEN","CD3274",13.0681917537196,9.60896452479383,136,4,195.06819175372,97.2710890391163,2.7289109608837,3.71131890680183,"APPAREL","DtC","1/3/2018","NON ROYALTY","SHORTS","adi Perf APP MEN Tennis","Shorts","ADULT","MEN","US SPORTS","SP","DRX90","320.8571613","55","0","Better","0.751090909","","136","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","","APPAREL","DtC","5/1/2018","NON ROYALTY","SHORTS","adi Ori APP MEN Originals","Shorts","ADULT","MEN","ORIGINALS/NEO","OG","ELV14","498.9815388","80","0","Better","0.73575","","182","NO ASSIGNMENT","INLINE","CCH",""
"213","CD6840","CS_Pants (1/1)_ADULT_MEN","BK2746",24.6134846444493,9.92479219534244,248,4,335.613484644449,97.6447015125156,2.35529848748438,5.84114024896125,"APPAREL","CS","1/1/2018","NON ROYALTY","PANTS","adi Ori APP MEN Act Sprt","Pants (1/1)","ADULT","MEN","ORIGINALS/NEO","OG","MMO52","354.3899279","75","0","Better","0.7712","CO","248","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCP","","APPAREL","CS","1/1/2018","NON ROYALTY","PANTS","adi Ori APP MEN Originals","Pants (1/1)","ADULT","MEN","ORIGINALS/NEO","OG","ELV32","444.5118287","90","0","Better","0.814666667","CO","311","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH",""
"214","CD6840","DtC_Pants (1/1)_ADULT_MEN","BK2746",26.3440480775688,10.6226000312777,248,4,337.344048077569,97.3438086882323,2.65619131176767,6.58735445318382,"APPAREL","DtC","1/1/2018","NON ROYALTY","PANTS","adi Ori APP MEN Act Sprt","Pants (1/1)","ADULT","MEN","ORIGINALS/NEO","OG","MMO52","540.7273508","75","0","Better","0.7712","CO","248","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCP","","APPAREL","DtC","1/1/2018","NON ROYALTY","PANTS","adi Ori APP MEN Originals","Pants (1/1)","ADULT","MEN","ORIGINALS/NEO","OG","ELV32","724.0592464","90","0","Better","0.814666667","CO","311","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH",""
"215","CD6840","T&L_Pants_Male_Adult","CG2188",7.14786149670887,7.14786149670887,100,4,605.208670470698,91.2268890929023,8.7731109070977,8.7731109070977,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"216","CD6840","T&L_Pants_Male_Adult","CV8469",41.7608252906232,14.186113350527,294.378201123508,3,605.208670470698,99.0982526488195,0.901747351180546,2.65454763108417,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"217","CD6840","T&L_Pants_Male_Adult","CG2176",14.2999836833661,6.97507193853484,205.015572733576,5,605.208670470698,94.3141572740659,5.68584272593414,11.6568630293042,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"218","CD6856","T&L_Sweatshirts _Male_Adult","CV8598",12.7639054216328,8.50927028108855,150,3,211.432506020432,91.9116265823272,8.08837341767281,12.1325601265092,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"219","CD6857","T&L_Sweatshirts _Male_Adult","CV5816",30.1473258881297,26.0471550069004,115.741338661144,1,745.852613613373,89.3827687028142,10.6172312971858,12.2885256321128,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"220","CD6857","T&L_Sweatshirts _Male_Adult","CD6859",42.3004956905641,14.5067595895073,291.591622716074,3,745.852613613373,96.6770678846571,3.32293211534289,9.68939167688191,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"221","CD6875","CS_T-Shirt (SSlve)_ADULT_WOM","CF2153",29.5185727892652,12.8251646176344,230.16135596948,3,866.378093051394,98.6620860255798,1.33791397442016,3.0793609452306,"APPAREL","CS","3/1/2018","NON ROYALTY","T-SHIRTS","adi Perf APP WOM Run","T-Shirt (SSlve)","ADULT","WOM","RUNNING","SP","ECB18","323.0221624","35","0","Good","0.840857143","","226","NO ASSIGNMENT","INLINE","CCH","RESPONSE TEE","APPAREL","CS","2/1/2018","NON ROYALTY","T-SHIRTS","adi Ori APP WOM Originals","T-Shirt (SSlve)","ADULT","WOM","ORIGINALS/NEO","OG","ECS27","1172.398932","35","0","Good","0.834857143","","821","NO ASSIGNMENT","INLINE","CCH",""
"222","CD6875","CS_T-Shirt (SSlve)_ADULT_WOM","CG1002",15.8595202621285,21.4317841380115,74,1,866.378093051394,91.4162512023705,8.58374879762948,6.35197411024582,"APPAREL","CS","1/1/2018","NON ROYALTY","T-SHIRTS","adi perf APP WOM Athltcs","T-Shirt (SSlve)","ADULT","WOM","TRAINING","SP","EAW82","105","30","0","Good","0.785333333","","74","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","","APPAREL","CS","2/1/2018","NON ROYALTY","T-SHIRTS","adi Ori APP WOM Originals","T-Shirt (SSlve)","ADULT","WOM","ORIGINALS/NEO","OG","ECS27","1172.398932","35","0","Good","0.834857143","","821","NO ASSIGNMENT","INLINE","CCH",""
"223","CD6875","DtC_T-Shirt (SSlve)_ADULT_WOM","CF2153",30.4965266899876,13.2484072110961,230.190136852417,3,867.505462455905,98.6518931911172,1.34810680888276,3.10320890828398,"APPAREL","DtC","3/1/2018","NON ROYALTY","T-SHIRTS","adi Perf APP WOM Run","T-Shirt (SSlve)","ADULT","WOM","RUNNING","SP","ECB18","522.8206803","35","0","Good","0.840857143","","226","NO ASSIGNMENT","INLINE","CCH","RESPONSE TEE","APPAREL","DtC","2/1/2018","NON ROYALTY","T-SHIRTS","adi Ori APP WOM Originals","T-Shirt (SSlve)","ADULT","WOM","ORIGINALS/NEO","OG","ECS27","1979.105635","35","0","Good","0.834857143","","821","NO ASSIGNMENT","INLINE","CCH",""
"224","CD6875","DtC_T-Shirt (SSlve)_ADULT_WOM","CG1002",16.0089357659176,21.6336969809697,74,1,867.505462455905,92.6777477798678,7.32225222013224,5.41846664289786,"APPAREL","DtC","1/1/2018","NON ROYALTY","T-SHIRTS","adi perf APP WOM Athltcs","T-Shirt (SSlve)","ADULT","WOM","TRAINING","SP","EAW82","210","30","0","Good","0.785333333","","74","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","","APPAREL","DtC","2/1/2018","NON ROYALTY","T-SHIRTS","adi Ori APP WOM Originals","T-Shirt (SSlve)","ADULT","WOM","ORIGINALS/NEO","OG","ECS27","1979.105635","35","0","Good","0.834857143","","821","NO ASSIGNMENT","INLINE","CCH",""
"225","CD6875","ECOM_T-Shirt (SSlve)_ADULT_WOM","CF2154",23.1695073020941,21.0631884564491,110,1,628.169507302094,98.5099039504286,1.49009604957141,1.63910565452855,"APPAREL","ECOM","12/1/2017","NON ROYALTY","T-SHIRTS","adi Perf APP WOM Run","T-Shirt (SSlve)","ADULT","WOM","RUNNING","SP","ECB18","146.4788732","35","0","Good","0.840857143","","110","NO ASSIGNMENT","INLINE","CCH","RESPONSE TEE","APPAREL","ECOM","2/1/2018","NON ROYALTY","T-SHIRTS","adi Ori APP WOM Originals","T-Shirt (SSlve)","ADULT","WOM","ORIGINALS/NEO","OG","ECS27","806.7067033","35","0","Good","0.834857143","","605","NO ASSIGNMENT","INLINE","CCH",""
"226","CD6919","T&L_Sweatshirts _Female_Adult","CD6916",15.825764144907,9.05386837813703,174.795606518011,3,483.879374581166,97.9736887841059,2.02631121589408,3.54190297976455,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"227","CD6931","T&L_Sweatshirts _Female_Adult","CD6916",17.7290166495814,10.1427129678769,174.795606518011,2,554.635783155804,97.9736887841059,2.02631121589408,3.54190297976455,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"228","CD6931","T&L_Sweatshirts _Female_Adult","CW5526",15.3051972931923,6.52270495675788,234.644942468772,5,554.635783155804,98.7010701012342,1.29892989876583,3.04787331366877,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"229","CD7117","CS_Pants (1/1)_ADULT_MEN","CV3189",14.2194996469469,6.77119030806996,210,5,1507.85661687703,86.8873600053858,13.1126399946142,27.5365439886898,"APPAREL","CS","1/1/2018","NON ROYALTY","PANTS","adi perf APP MEN Athltcs","Pants (1/1)","ADULT","MEN","TRAINING","SP","ENH79","300","45","0","Good","0.753555556","","210","NO ASSIGNMENT","INLINE","CCP","","APPAREL","CS","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TANGO PANTS","2043.792169","50","0","Better","0.7388","","1431","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","not applicable"
"230","CD7117","CS_Pants (1/1)_ADULT_MEN","CF6244",15.5602641143901,5.99563679900875,259.526462926552,5,1507.85661687703,95.1517863381956,4.84821366180439,12.5823974316028,"APPAREL","CS","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN Run","Pants (1/1)","ADULT","MEN","RUNNING","SP","ENN22","369.6454705","60","0","Better","0.762333333","","259","NO ASSIGNMENT","INLINE","CCH","ASTRO PANT","APPAREL","CS","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TANGO PANTS","2043.792169","50","0","Better","0.7388","","1431","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","not applicable"
"231","CD7117","DtC_Pants (1/1)_ADULT_MEN","CF6244",16.5916347795325,6.39369890110229,259.499783086001,5,1558.12489854299,92.6740304411308,7.32596955886925,19.0108751142122,"APPAREL","DtC","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN Run","Pants (1/1)","ADULT","MEN","RUNNING","SP","ENN22","563.6706454","60","0","Better","0.762333333","","259","NO ASSIGNMENT","INLINE","CCH","ASTRO PANT","APPAREL","DtC","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TANGO PANTS","2640.44849","50","0","Better","0.7388","","1431","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","not applicable"
"232","CD7117","DtC_Pants (1/1)_ADULT_MEN","CV3189",14.5138607105466,6.91136224311743,210,5,1558.12489854299,84.0979868265779,15.9020131734221,33.3942276641865,"APPAREL","DtC","1/1/2018","NON ROYALTY","PANTS","adi perf APP MEN Athltcs","Pants (1/1)","ADULT","MEN","TRAINING","SP","ENH79","845","45","0","Good","0.753555556","","210","NO ASSIGNMENT","INLINE","CCP","","APPAREL","DtC","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TANGO PANTS","2640.44849","50","0","Better","0.7388","","1431","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","not applicable"
"233","CD7117","DtC_Pants (1/1)_ADULT_MEN","CV3190",22.6189984757722,7.47559414393115,302.571247719953,5,1558.12489854299,92.6824356630708,7.31756433692921,22.140845716957,"APPAREL","DtC","1/1/2018","NON ROYALTY","PANTS","adi perf APP MEN Athltcs","Pants (1/1)","ADULT","MEN","TRAINING","SP","ENH79","945","45","0","Good","0.756888889","","280","NO ASSIGNMENT","INLINE","CCP","","APPAREL","DtC","12/1/2017","NON ROYALTY","PANTS","adi Perf APP MEN FB Gene","Pants (1/1)","ADULT","MEN","SOCCER","SP","TANGO PANTS","2640.44849","50","0","Better","0.7388","","1431","BRAND COLLECTION WHS, RETL, ECOM","INLINE","CCH","not applicable"
"234","CD7775","CS_Tght Long_ADULT_WOM","DQ1422",27.298470779216,7.79956307977599,350,3,1069.19176669291,86.8630742392605,13.1369257607395,45.9792401625882,"APPAREL","CS","5/1/2018","NON ROYALTY","TIGHTS","adi perf APP WOM Athltcs","Tght Long","ADULT","WOM","TRAINING","SP","7/8 TIGHT W","500","45","0","Good","0.767111111","","350","NO ASSIGNMENT","FAST FASHION STYLE","CCH","not applicable","APPAREL","CS","1/1/2018","NON ROYALTY","TIGHTS","adi perf APP WOM Athltcs","Tght Long","ADULT","WOM","TRAINING","SP","ECE86","1350","35","0","Good","0.730285714","","945","NO ASSIGNMENT","INLINE","CCH",""
"235","CD7775","CS_Tght Long_ADULT_WOM","DQ1423",81.0590240647856,20.5513588423089,394.421725038979,2,1069.19176669291,98.3874564528726,1.61254354712739,6.36022207558458,"APPAREL","CS","5/1/2018","NON ROYALTY","TIGHTS","adi perf APP WOM Athltcs","Tght Long","ADULT","WOM","TRAINING","SP","7/8 TIGHT W","500","45","0","Good","0.767111111","","350","NO ASSIGNMENT","FAST FASHION STYLE","CCH","not applicable","APPAREL","CS","1/1/2018","NON ROYALTY","TIGHTS","adi perf APP WOM Athltcs","Tght Long","ADULT","WOM","TRAINING","SP","ECE86","1350","35","0","Good","0.730285714","","945","NO ASSIGNMENT","INLINE","CCH",""
"236","CD7775","DtC_Tght Long_ADULT_WOM","DQ1423",81.0649775502816,20.5531232386354,394.416831977619,2,1069.2036861621,98.3875182604034,1.61248173959656,6.35989939353435,"APPAREL","DtC","5/1/2018","NON ROYALTY","TIGHTS","adi perf APP WOM Athltcs","Tght Long","ADULT","WOM","TRAINING","SP","7/8 TIGHT W","1000","45","0","Good","0.767111111","","350","NO ASSIGNMENT","FAST FASHION STYLE","CCH","not applicable","APPAREL","DtC","1/1/2018","NON ROYALTY","TIGHTS","adi perf APP WOM Athltcs","Tght Long","ADULT","WOM","TRAINING","SP","ECE86","1908","35","0","Good","0.730285714","","945","NO ASSIGNMENT","INLINE","CCH",""
"237","CD7775","DtC_Tght Long_ADULT_WOM","DQ1422",27.3011866286939,7.80033903676968,350,3,1069.2036861621,86.8642833129194,13.1357166870806,45.975008404782,"APPAREL","DtC","5/1/2018","NON ROYALTY","TIGHTS","adi perf APP WOM Athltcs","Tght Long","ADULT","WOM","TRAINING","SP","7/8 TIGHT W","1000","45","0","Good","0.767111111","","350","NO ASSIGNMENT","FAST FASHION STYLE","CCH","not applicable","APPAREL","DtC","1/1/2018","NON ROYALTY","TIGHTS","adi perf APP WOM Athltcs","Tght Long","ADULT","WOM","TRAINING","SP","ECE86","1908","35","0","Good","0.730285714","","945","NO ASSIGNMENT","INLINE","CCH",""
"238","CD7775","T&L_Tights_Female_Adult","CD7801",66.9481445206405,22.022415960737,304,1,632.94814452064,97.968065495089,2.03193450491102,6.1770808949295,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
